domain,company,kind,source
carter.gg,Sky UK,company,cncf-gitdm-single
carview.co.jp,Carview,company,cncf-gitdm-single
caseware.com,CaseWare International,company,cncf-gitdm-single
caspar.com,Caspar,company,cncf-gitdm-single
castaneai.net,EagleJump,company,cncf-gitdm-single
catalyst.net.nz,Catalyst IT,company,gitdm
catalysts.cc,Catalyst IT,company,cncf-gitdm-single
catatsuy.org,徳を積む,company,cncf-gitdm-single
catchyour.com,eBay,company,cncf-gitdm-single
cavium.com,Cavium,company,patch
caviumnetworks.com,Cavium,company,cncf-gitdm-single
cbtnuggets.com,Tencent Holdings,company,cncf-gitdm-single
ccc.ufcg.edu.br,VIRTUS,company,cncf-gitdm-single
cceckman.com,Google,company,cncf-gitdm-single
ccur.com,Concurrent Computer Corporation,company,gitdm
cdevienne.info,Orus,company,cncf-gitdm-single
cdi.cz,CDI.CZ,company,gitdm
cdl.co.uk,CDL,company,cncf-gitdm-single
cdnetworks.co.kr,CDNetworks Korea,company,cncf-gitdm-single
cea.fr,CEA,company,cncf-gitdm-single
cegetel.net,Le Mas des Papillons,company,cncf-gitdm-single
celestrius.com,Celestrius,company,gitdm
celunite.com,Azingo,company,gitdm
cengage.com,Apple,company,cncf-gitdm-single
centeredgesoftware.com,CenterEdge Software,company,cncf-gitdm-single
centos.org,Red Hat,company,cncf-gitdm-single
central-intelligence.agency,Microsoft,company,cncf-gitdm-single
centraldesktop.com,Central Desktop,company,gitdm
centrum.cz,Fragaria,company,cncf-gitdm-single
centtech.com,Centaur Technology,company,gitdm
centurylink.com,CenturyLink,company,gitdm
cep.net,Couchbase,company,cncf-gitdm-single
ceriath.net,SysEleven,company,cncf-gitdm-single
ceriously.com,ZEIT Online,company,cncf-gitdm-single
cern.ch,CERN,company,gitdm
cerner.com,CERNER CORP /MO/,company,spinellis-sec
certusnet.com,CertusNet,company,gitdm
cesanta.com,Cesanta,company,cncf-gitdm-single
cesar.org.br,CESAR,company,cncf-gitdm-single
cfarquhar.com,Rackspace,company,cncf-gitdm-single
cfconline.co.uk,Adobe,company,cncf-gitdm-single
cflee.net,moexmen,company,cncf-gitdm-single
ch.iitr.ac.in,Societe Generale,company,cncf-gitdm-single
chaim.com,Green Tree,company,cncf-gitdm-single
chandergovind.org,International Business Machines,company,cncf-gitdm-single
chandlerweiner.com,Automattic,company,cncf-gitdm-single
chaosbits.net,Medical Insight A/S,company,cncf-gitdm-single
chargestorm.se,ChargeStorm,company,cncf-gitdm-single
charkiewicz.net,BaseCRM,company,cncf-gitdm-single
charter.com,Charter,company,gitdm
chase2k.com,Onlight,company,cncf-gitdm-single
chasej.dev,AWS,company,cncf-gitdm-single
chatwork.com,Chatwork,company,cncf-gitdm-single
cheanjia.com,Rackspace,company,cncf-gitdm-single
checkmarx.com,Checkmarx,company,cncf-gitdm-single
checkpoint.com,CHECK POINT SOFTWARE TECHNOLOGIES,company,spinellis-sec
checkr.com,Return Path,company,cncf-gitdm-single
chees.info,Q42,company,cncf-gitdm-single
chef.io,Chef Software,company,cncf-gitdm
chelsio.com,Chelsio,company,gitdm
cheney.net,GitHub,company,cncf-gitdm-single
chenshuo.com,Google,company,cncf-gitdm-single
chibicode.com,EdSurge,company,cncf-gitdm-single
chillicream.com,ChilliCream,company,cncf-gitdm-single
chillisys.com,Ceske Radiokomunikace,company,cncf-gitdm-single
chinac.com,Chinac,company,gitdm
chinacloud.com.cn,China Cloud,company,gitdm
chinamobile.com,China Mobile,company,gitdm
chinanetcenter.com,ChinaNetCenter,company,gitdm
chinatelecom.cn,China Telecom,company,cncf-gitdm
chinaunicom.cn,China Unicom,company,cncf-gitdm
chipfat.com,Microsoft,company,cncf-gitdm-single
chipwolf.uk,Aviva p,company,cncf-gitdm-single
chittenden.org,HashiCorp,company,cncf-gitdm-single
chlupacek.cz,Spinoco,company,cncf-gitdm-single
chr-fritz.de,Qaware,company,cncf-gitdm-single
chr.is,Cisco Systems,company,cncf-gitdm-single
chris-wilson.co.uk,Intel,company,cncf-gitdm-single
chriskramer.nl,Bol.com,company,cncf-gitdm-single
chrislaux.com,Deutsches Zentrum,company,cncf-gitdm-single
chrismoos.com,Chris Moos,company,cncf-gitdm-single
christian-niehoff.com,Deutsche WertpapierService Bank,company,cncf-gitdm-single
christidis.io,International Business Machines,company,cncf-gitdm-single
chromium.org,Google,company,patch
cht.com.tw,Chunghwa Telecom,company,cncf-gitdm-single
chua.family,MakerForce,company,cncf-gitdm-single
chuhnk.me,Micro,company,cncf-gitdm-single
ciandt.com,CI&T,company,cncf-gitdm-single
ciena.com,Ciena,company,cncf-gitdm
cienet.com.cn,CIeNET Technologies,company,gitdm
ciginsurance.com,//,company,cncf-gitdm-single
cigna.com,CIGNA,company,spinellis-sec
cigtech.com,CIG,company,cncf-gitdm-single
ciidyr.com,stafftastic,company,cncf-gitdm-single
cimeq.qc.ca,CIMEQ,company,cncf-gitdm-single
cinnamon.is,Instill AI,company,cncf-gitdm-single
cinolla.com,Cinolla,company,cncf-gitdm-single
ciradar.com,CI Radar,company,cncf-gitdm-single
circleci.com,Circle Internet Services,company,cncf-gitdm
cisco.com,Cisco,company,gitdm
citeck.ru,Citeck,company,cncf-gitdm-single
citi.umich.edu,Univ. of Michigan CITI,company,gitdm
citrix.com,Citrix,company,gitdm
civist.com,Civist,company,cncf-gitdm-single
cixar.com,Uber,company,cncf-gitdm-single
cjones.org,SRI International,company,cncf-gitdm
ckeyer.net,Sina,company,cncf-gitdm-single
cl.cam.ac.uk,University of Cambridge,academic,rich
clayton.edu,Knock,company,cncf-gitdm-single
clear-code.com,ClearCode,company,cncf-gitdm
clearbit.com,Clearbit,company,cncf-gitdm-single
clemson.edu,Blizzard,company,cncf-gitdm-single
cliqr.com,Spectro Cloud,company,cncf-gitdm-single
cliqz.com,Cliqz,company,cncf-gitdm-single
clkao.org,g0v.tw,company,cncf-gitdm-single
clock.co.uk,Clock,company,cncf-gitdm-single
cloud.com,Citrix,company,gitdm
cloud.upwork.com,Upwork,company,cncf-gitdm-single
cloudbasesolutions.com,Cloudbase Solutions,company,gitdm
cloudbau.de,Cloudbau,company,gitdm
cloudbear.ru,CloudBEAR,company,cncf-gitdm-single
cloudbees.com,CloudBees,company,cncf-gitdm
cloudbyte.com,CloudByte,company,cncf-gitdm-single
clouddc.ru,CloudDC,company,gitdm
cloudenablers.com,Cloudenablers,company,gitdm
cloudera.com,Cloudera,company,spinellis-sec
cloudflare.com,Cloudflare,company,cncf-gitdm
cloudfounders.com,CloudFounders,company,gitdm
cloudfoundry.org,Cloud Foundry,company,gitdm
cloudgeni.us,Cloud Genius,company,cncf-gitdm-single
cloudin.cn,Cloudin,company,gitdm
cloudin.ren,Cloudin,company,gitdm
cloudius-systems.com,ScyllaDB,company,cncf-gitdm-single
cloudopia.co,Cloudopia,company,cncf-gitdm-single
cloudpilot.ai,CloudPilot AI,company,cncf-gitdm
cloudscaling.com,Cloudscaling,company,gitdm
cloudtp.com,Cloud Technology Partners,company,gitdm
cloudvps.com,CloudVPS,company,gitdm
cloudware.it,Google,company,cncf-gitdm
cloudwatt.com,Cloudwatt,company,gitdm
cluepoints.com,CluePoints,company,cncf-gitdm-single
clustcom.com,Cluster Computing,company,gitdm
clusterfs.com,Sun,company,gitdm
clusterhq.com,ClusterHQ,company,cncf-gitdm-single
cmexc.com,Infineon Technologies,company,cncf-gitdm-single
cmf.nrl.navy.mil,US Navy,company,cncf-gitdm-single
cmpwn.com,SourceHut,company,cncf-gitdm-single
cmpxchg.org,BCD Chemie,company,cncf-gitdm-single
cmss.chinamobile.com,China Mobile,company,gitdm
cn.fujitsu.com,Fujitsu,company,gitdm
cn.ibm.com,International Business Machines,company,cncf-gitdm
cnpbagwell.com,Fujitsu,company,cncf-gitdm-single
cns.me.uk,HM Revenue and Customs,company,cncf-gitdm-single
co.it.pt,Instituto de Telecomunicacoes,company,gitdm
cocaine.farm,cocaine,company,cncf-gitdm-single
coccoc.com,Coc,company,cncf-gitdm-single
cockroachlabs.com,Cockroach Labs,company,cncf-gitdm
code-intelligence.com,Code Intelligence,company,cncf-gitdm-single
code-smash.net,Cisco Systems,company,cncf-gitdm-single
codeaurora.org,Qualcomm,company,patch
codecentric.de,Codecentric,company,cncf-gitdm
codeclimate.com,Code Climate,company,cncf-gitdm-single
codeclown.net,ID BBN,company,cncf-gitdm-single
codeconstruct.com.au,Code Construct,consultancy,patch
codefresh.io,Codefresh,company,cncf-gitdm-single
codelab.cz,engine2 s.r.o.,company,cncf-gitdm-single
codemonkey.org.uk,Meta Platforms,company,cncf-gitdm-single
codequest.eu,codequest,company,cncf-gitdm-single
coder.com,Coder,company,cncf-gitdm-single
codethink.co.uk,Codethink,company,gitdm
codicesoftware.com,Códice Software S.L.,company,cncf-gitdm
codilime.com,NTT,company,cncf-gitdm-single
codingforce.com,codingforce UG,company,cncf-gitdm-single
coelho.fi,Intel,company,cncf-gitdm-single
cogentembedded.com,Cogent Embedded,consultancy,patch
coglative.com,mausworks,company,cncf-gitdm-single
cognizant.com,Cognizant,company,gitdm
cohodata.com,Coho Data,company,gitdm
cojo.in,Whisper,company,cncf-gitdm-single
coldice.net,OvvY.net,company,cncf-gitdm-single
colectica.com,Colectica and Algenta Technologies,company,cncf-gitdm-single
colivre.coop.br,Colivre,company,cncf-gitdm-single
collab.net,CollabNet,company,gitdm
collabora.com,Collabora,consultancy,patch
collectivegenius.net,Collective Genius,company,cncf-gitdm-single
collibra.com,Collibra,company,correction
collogia.de,UNICEPTA,company,cncf-gitdm-single
colorfullife.com,Bruker BioSpin,company,cncf-gitdm-single
colt.net,Colt,company,gitdm
comcast.com,home.ai,company,cncf-gitdm-single
commvault.com,COMMVAULT SYSTEMS,company,spinellis-sec
compass.com,OfferUp,company,cncf-gitdm-single
compulab.co.il,CompuLab,company,gitdm
compunique.com,Red8,company,cncf-gitdm-single
computecanada.ca,Compute Canada,company,cncf-gitdm-single
computergmbh.de,CC Computer Consultants,company,gitdm
compuware.com,Compuware,company,cncf-gitdm
comx.dk,ComX Networks,company,gitdm
concur.com,Concur Technologies,company,cncf-gitdm-single
conductor.com,Google,company,cncf-gitdm-single
conectiva.com.br,Mandriva,company,gitdm
confluent.io,Confluent,company,cncf-gitdm-single
conostix.com,Conostix,company,rich
consentric.io,AlaudaInc,company,cncf-gitdm-single
conserata.com,conserata IT,company,cncf-gitdm-single
consol.de,ConSol,company,cncf-gitdm-single
consultoriaweb.cl,Ceo,company,cncf-gitdm-single
contactdaniel.net,Digital Market Maker,company,cncf-gitdm-single
container-solutions.com,Container Solutions,company,cncf-gitdm
containership.io,ContainerShip,company,cncf-gitdm-single
convertigo.com,Convertigo,company,cncf-gitdm-single
cooperca.uk,MessageBird,company,cncf-gitdm-single
copa.do,Copado Solutions S.L.,company,cncf-gitdm-single
coraid.com,Coraid,company,gitdm
coreos.com,Red Hat,company,gitdm
coreybutler.com,Ecor Ventures,company,cncf-gitdm-single
corfa.fr,Google,company,cncf-gitdm-single
corinlangosch.com,Netskin,company,cncf-gitdm-single
corp.bluecherry.net,JSC IMC of VEGA,company,cncf-gitdm-single
corp.mail.ru,Mail.Ru,company,gitdm
corp.netease.com,Net EASE,company,gitdm
corp.ovh.com,OVH,company,cncf-gitdm
corpus.cz,Corpus Solutions a.s.,company,cncf-gitdm-single
corvisa.com,Corvisa,company,gitdm
cosmic.media,CosmicMedia,company,cncf-gitdm-single
cosmosbay.com,Cosmosbay~Vectis,company,gitdm
covalent.io,Isovalent,company,cncf-gitdm
coveo.com,Coveo,company,cncf-gitdm
cowger.us,Pivotal,company,cncf-gitdm-single
cozybit.com,cozybit,company,gitdm
cpan.org,(Independent),free_provider,rich
cpanel.net,cPanel,company,cncf-gitdm-single
cpdesign.com.au,Amazon,company,cncf-gitdm-single
cq.jp.nec.com,NEC,company,gitdm
cr0ydon.com,Salt Search,company,cncf-gitdm-single
cr3.io,cr3studio,company,cncf-gitdm-single
craftech.io,Craftech,company,cncf-gitdm-single
crashcourse.ca,CrashCourse,company,cncf-gitdm-single
crashtest-security.com,ottonova Holding,company,cncf-gitdm-single
crate.io,Crate.io,company,cncf-gitdm-self-reference
cray.com,Cray,company,gitdm
crazymax.dev,Docker,company,cncf-gitdm-single
create-net.org,CREATE-NET,company,gitdm
credativ.de,credativ international,company,cncf-gitdm-single
crespel.net,CGI,company,cncf-gitdm-single
crisidev.org,Amazon,company,cncf-gitdm-single
crisnoble.com,Tencent Holdings,company,cncf-gitdm-single
critc.cn,China Railway ITC,company,gitdm
criteo.com,Criteo,company,spinellis-sec
criticalstack.com,Critical Stack,company,cncf-gitdm-single
crossbrowsertesting.com,CrossBrowserTesting.com,company,cncf-gitdm-single-self-reference
crosse.org,FireEye,company,cncf-gitdm-single
crossleys.org,Red Hat,company,cncf-gitdm-single
crowdcube.com,Crowdcube,company,cncf-gitdm-single
crowfest.net,Raytheon Technologies,company,cncf-gitdm-single
crs4.it,CRS4,company,gitdm
cru.org,Cru,company,cncf-gitdm-single
crypt.ly,DigitalOcean,company,cncf-gitdm-single
cryptio.net,Raising the Floor,company,cncf-gitdm-single
cryptolab.net,Red Hat,company,cncf-gitdm-single
cryptonector.com,(Independent),independent,rich
cs.columbia.edu,Linaro,company,cncf-gitdm-single
cs.kuleuven.be,KU Leuven,company,cncf-gitdm-single
cs.utah.edu,NetApp,company,cncf-gitdm-single
cs2c.com.cn,cs2c,company,gitdm
csail.mit.edu,MIT CSAIL,company,gitdm
cschwede.de,Red Hat,company,cncf-gitdm-single
cse-semaphore.com,CSE Semaphore,company,gitdm
cse.mrt.ac.lk,WSO2,company,cncf-gitdm-single
csee.hnu.edu.cn,Independent,company,gitdm
csh.rit.edu,Google,company,cncf-gitdm-single
csie.ntu.edu.tw,National Taiwan University,company,cncf-gitdm-single
csie.org,CloudMosa,company,cncf-gitdm-single
csiro.au,CSIRO,company,cncf-gitdm-single
csr.com,CSR,company,gitdm
cst-bg.net,CST EOOD,company,cncf-gitdm-single
ct.jp.nec.com,NEC,company,cncf-gitdm-single
ctc-g.co.jp,ITOCHU,company,cncf-gitdm-single
ctrip.com,CTRIP COM INTERNATIONAL,company,spinellis-sec
ctrlaltdel.ch,Infraly,company,cncf-gitdm-single
ctso.me,Sourcepoint,company,cncf-gitdm-single
cttc.es,CTTC,company,cncf-gitdm-single
cumulusnetworks.com,Cumulus Networks,company,patch
curl.me,Josh Curl,company,cncf-gitdm-single
curtis.io,Red Hat,company,cncf-gitdm-single
cvat.ai,CVAT.ai,company,cncf-gitdm-single-self-reference
cwik.org,Dell EMC,company,cncf-gitdm-single
cwrcoding.com,Open Knowledge Foundation Germany eV,company,cncf-gitdm-single
cybera.ca,Cybera,company,gitdm
cyberagent.co.jp,CyberAgent,company,cncf-gitdm-single
cyberark.com,CyberArk,company,cncf-gitdm-single
cybercom.com,Cybercom,company,gitdm
cybercom.fi,Cybercom,company,gitdm
cybercon.de,Cybercon,company,cncf-gitdm-single
cyberguard.com,Secure Computing,company,gitdm
cybernetics.com,Cybernetics,company,gitdm
cybozu.co.jp,Cybozu,company,rich
cybozu.com,Cybozu,company,cncf-gitdm-single
cybriq.systems,Quanterall,company,cncf-gitdm-single
cypress.com,Cypress Semiconductor,company,cncf-gitdm
cyrius.com,Software Freedom Conservancy,company,cncf-gitdm-single
cyso.com,CYSO,company,cncf-gitdm-single
d-red.jp,Daikanyama RED,company,gitdm
d2si.io,Devoteam Revolve,company,cncf-gitdm-single
da.jp.nec.com,NEC,company,gitdm
daemon.co.za,CRIStAL,company,cncf-gitdm-single
dailymotion.com,Dailymotion,company,gitdm
dandrea.co.uk,Canonical,company,cncf-gitdm-single
dangersalad.com,Danger Salad,company,cncf-gitdm-single
daniellobato.me,Red Hat,company,cncf-gitdm-single
danielsson.de,Haufe Discovery,company,cncf-gitdm-single
dankohn.com,CNCF,company,gitdm
dannf.org,Canonical,company,cncf-gitdm-single
dannyben.com,Telesofia MedicalTelesofia Medical,company,cncf-gitdm-single
danshin.pro,Tuning,company,cncf-gitdm-single
daocloud.io,DaoCloud,company,gitdm
darkk.net.ru,Papirus.net,company,cncf-gitdm-single
darksecretsoftware.com,Rackspace,company,cncf-gitdm-single
dash0.com,Dash0,company,cncf-gitdm
dasprids.de,DASPRiD's,company,cncf-gitdm-single
dasroot.net,Canonical,company,cncf-gitdm-single
data.slu.se,Uppsala University,company,gitdm
dataart.com,DataArt Solutions Inc. DBA: DeviceHive,company,cncf-gitdm-single
databerries.com,DataBerries,company,cncf-gitdm-single
databricks.com,Databricks,company,cncf-gitdm
datacentred.co.uk,DataCentred,company,gitdm
datacentred.io,DataCentred,company,gitdm
datacore.com,DataCore Software,company,cncf-gitdm
datadog.com,Datadog,company,cncf-gitdm-single
datadoghq.com,Datadog,company,cncf-gitdm
datadoqhq.com,Datadog,company,cncf-gitdm
datameer.com,Datameer,company,cncf-gitdm
dataminelab.com,Framework Training,company,cncf-gitdm-single
datawire.io,DATAWIRE,company,cncf-gitdm-single
datawisesystems.com,Diamanti,company,cncf-gitdm-single
datenbetrieb.de,datenbetrieb,company,cncf-gitdm-single
datical.com,Datical,company,cncf-gitdm-single
dauernheim.net,PFC Technology,company,cncf-gitdm-single
daum.net,Samsung SDS,company,cncf-gitdm-single
dave.eu,Dave S.r.l.,company,gitdm
davedoesdev.com,Bromium,company,cncf-gitdm-single
davegandy.com,Fort Awesome,company,cncf-gitdm-single
davejamesmiller.com,Dave James Miller,company,cncf-gitdm-single
davemloft.net,Red Hat,company,cncf-gitdm-single
david-losert.com,Virtual Identity,company,cncf-gitdm-single
davidbarsky.com,Amazon,company,cncf-gitdm-single
davidcel.is,HashiCorp,company,cncf-gitdm-single
davidwelch.co,Maëlle,company,cncf-gitdm-single
daybyday.nl,Daybyday,company,cncf-gitdm-single
daynix.com,Daynix Computing,company,cncf-gitdm-single
db.com,Deutsche Bank Aktiengesellschaft,company,spinellis-sec
dblock.org,Artsy,company,cncf-gitdm-single
dcjanus.com,AWS,company,cncf-gitdm-single
dcn.io,Vungle,company,cncf-gitdm-single
ddex.io,HydroProtocol,company,cncf-gitdm-single
ddn.com,DDN Storage,company,cncf-gitdm-single
dds.nl,Nederlands Kamerkoor,company,cncf-gitdm-single
de.bosch.com,Bosch,company,gitdm
de.ibm.com,IBM,company,patch
dead-city.org,Red Hat,company,cncf-gitdm-single
dealnews.com,DealNews,company,cncf-gitdm-single
dean.lorenz.co.il,International Business Machines,company,cncf-gitdm-single
deb.ug,PERSUIT,company,cncf-gitdm-single
debian.org,Debian,company,gitdm
decbug.com,Alibaba Group,company,cncf-gitdm-single
deciphernow.com,Decipher Technology Studios,company,cncf-gitdm-single
deckle.co.uk,Vivid Compass,company,cncf-gitdm-single
defensative.com,NetWatcher,company,cncf-gitdm-single
degree9.io,Degree9,company,cncf-gitdm-single
deicon.no,DeiCon,company,cncf-gitdm-single
deimos.fr,Criteo,company,cncf-gitdm-single
deis.com,Microsoft,company,gitdm
dejai.me,Fira Soft,company,cncf-gitdm-single
dekies.de,Amazon,company,cncf-gitdm-single
dektech.com.au,DEK Technologies,company,gitdm
delfi.ee,Ekspress Digital,company,cncf-gitdm-single
dell.com,Dell,company,gitdm
delmic.com,DELMIC,company,cncf-gitdm-single
deloitte.com.au,Cloud Trek,company,cncf-gitdm-single
delphix.com,Delphix,company,cncf-gitdm
deltatee.com,Deltatee Enterprises,company,cncf-gitdm-single
demant.com,Oticon A/S aka. Demant,company,cncf-gitdm-single
