domain,company,kind,source
lip6.fr,Amazon,company,cncf-gitdm-single
lippert-at.de,LiPPERT Embedded Computers GmbH,company,gitdm
lippertembedded.de,LiPPERT Embedded Computers GmbH,company,gitdm
liquidaty.com,Liquidaty,company,rich
liril.net,True,company,cncf-gitdm-single
lisael.org,Peopledoc,company,cncf-gitdm-single
list.alibaba-inc.com,Alibaba Group,company,cncf-gitdm-single
lithium.com,Lithium Technologies,company,gitdm
live.be,Info Support,company,cncf-gitdm-single
live.cn,Microsoft,company,cncf-gitdm-single
live.co.uk,(Independent),free_provider,builtin
live.com,(Independent),free_provider,builtin
live.com.au,Intelledox,company,cncf-gitdm-single
live.fr,Nuglif,company,cncf-gitdm-single
liveperson.com,LIVEPERSON,company,spinellis-sec
livna.org,Orange,company,cncf-gitdm-single
lj.sk,Pixel Federation,company,cncf-gitdm-single
ll.mit.edu,MIT Connection Science,company,cncf-gitdm-single
llnl.gov,Lawrence Livermore National Laboratory,company,gitdm
lmars.net,Econsultancy,company,cncf-gitdm-single
lnxi.com,Linux Networx,company,gitdm
localhost,(Independent),free_provider,builtin
localhost.localdomain,(Independent),free_provider,builtin
localsearch.ch,Localsearch,company,cncf-gitdm-single
locationlabs.com,Location Labs,company,rich
locaweb.com.br,Locaweb,company,gitdm
lochan.org,Metaswitch Networks,company,cncf-gitdm-single
locolandia.net,Spotahome,company,cncf-gitdm-single
logicmonitor.com,LogicMonitor,company,cncf-gitdm
logitech.com,Logitech,company,gitdm
logos.com,Faithlife,company,cncf-gitdm-single
logston.me,15Five,company,cncf-gitdm-single
lokis-chaos.de,1&1 Telecommunication SE,company,cncf-gitdm-single
lonc02rw2h8g8wl.sea.corp.expecn.com,Expedia,company,cncf-gitdm-single
longbridge.sg,Longbridge,company,cncf-gitdm-single
lonng.org,PingCAP,company,cncf-gitdm-single
loodse.com,Kubermatic,company,cncf-gitdm-single
lopezinteractive.com,Fresh,company,cncf-gitdm-single
louis.info,LOUISINTERNET,company,cncf-gitdm-single
louislepper.co.nz,Atlassian,company,cncf-gitdm-single
louismrose.com,Samsung Electronics,company,cncf-gitdm-single
lovedthanlost.net,Kickstarter,company,cncf-gitdm-single
lovoo.com,LOVOO,company,cncf-gitdm-single
lsd.ufcg.edu.br,Universidade Federal de Campina Grande,company,gitdm
lse.epita.fr,Epita,company,cncf-gitdm-single
lsi.com,LSI Logic,company,gitdm
lsil.com,LSI Logic,company,gitdm
lsst.org,Vera Rubin Observatory,company,cncf-gitdm-single
ltgt.net,Atol Conseils et Développements,company,cncf-gitdm-single
lucasmotta.com,Verizon,company,cncf-gitdm-single
luck666.cn,Baidu Online Network Technology,company,cncf-gitdm-single
luedkes.com,Robinson Webster,company,cncf-gitdm-single
lugoues.net,ThorTech Solutions L.L.C,company,cncf-gitdm-single
luhn.com,Guest Innovations,company,cncf-gitdm-single
luizalabs.com,Luizalabs,company,cncf-gitdm-single
luizm.dev,ContaAzul Software LTDA,company,cncf-gitdm-single
lukas-moeller.ch,ETH Zürich,company,cncf-gitdm-single
lukasfrischknecht.de,Mercedes-Benz,company,cncf-gitdm-single
lukaslentner.de,PerfectPattern,company,cncf-gitdm-single
lukekorth.com,Braintree Payments,company,cncf-gitdm-single
lukenelson.uk,Weprintanyhood,company,cncf-gitdm-single
luminatewireless.com,luminatewireless.com,company,cncf-gitdm-single-self-reference
luminis.eu,Luminis,company,cncf-gitdm
lunanet.gr.jp,Red Hat,company,cncf-gitdm-single
lundman.net,GMO Pepabo,company,cncf-gitdm-single
lunn.ch,RUAG Holding,company,cncf-gitdm-single
luria.ch,Infomaniak Network,company,cncf-gitdm-single
lvh.io,Latacora,company,cncf-gitdm-single
lvlv.email,Transwarp Technology,company,cncf-gitdm-single
lwn.net,LWN.net,company,gitdm
lwood.me.uk,Sky UK,company,cncf-gitdm-single
lx.it.pt,Instituto de Telecomunicacoes,company,gitdm
lyft.com,Lyft,company,cncf-gitdm
lyle.net.cn,Wechaty,company,cncf-gitdm-single
lyle.org,Translattice,company,cncf-gitdm-single
lypht.com,Lypht,company,cncf-gitdm-single
lyraphase.com,Return Path,company,cncf-gitdm-single
m-creations.com,m-creations,company,cncf-gitdm-single
m3s.it,M3S,company,gitdm
m3y3r.de,EVRY,company,cncf-gitdm-single
m4rcu5.net,Leaseweb,company,cncf-gitdm-single
m4x.org,Imandra,company,cncf-gitdm-single
mac.com,(Independent),free_provider,builtin
macqel.be,Macq Electronique,company,gitdm
macqel.com,Macq Electronique,company,gitdm
macropage.de,MACROPAGE e.K.,company,cncf-gitdm-single
macrosssoftware.com,Microsoft,company,cncf-gitdm-single
magenta-aps.dk,Magenta,company,cncf-gitdm-single
maginatics.com,Maginatics,company,gitdm
mahou-shoujo.moe,Hewlett,company,cncf-gitdm-single
mail.bw.edu,Infragistics,company,cncf-gitdm-single
mail.com,SAP,company,cncf-gitdm-single
mail.de,LangChain,company,cncf-gitdm-single
mail.rakuten.com,Rakuten Group,company,cncf-gitdm-single
mail.ru,(Independent),free_provider,builtin
mail.ustc.edu.cn,USTC,company,cncf-gitdm-single
mailgreg.com,Google,company,cncf-gitdm-single
mailoo.org,mmmm,company,cncf-gitdm-single
mails.tsinghua.edu.cn,International Business Machines,company,cncf-gitdm-single
mails.ucas.ac.cn,Institute of Software Chinese Academy of Science,company,cncf-gitdm-single
mailtrust.com,Rackspace,company,gitdm
majoros.us,lianjia,company,cncf-gitdm-single
makdon.me,WeSure,company,cncf-gitdm-single
malachiarts.com,Malachiarts,company,cncf-gitdm-single
malucelli.net,TOTVS,company,cncf-gitdm-single
mamis.com.au,Mamis,company,cncf-gitdm-single
managedit.ie,Managed IT,company,gitdm
mandriva.com,Mandriva,company,gitdm
mandriva.com.br,Mandriva,company,gitdm
maneh.org,Beauty Date,company,cncf-gitdm-single
mangin.com,Exa Networks,company,cncf-gitdm-single
mangomm.co.uk,Tyk Technologies,company,cncf-gitdm-single
manjusaka.me,TensorChord,company,cncf-gitdm-single
mantha.dev,GoTo,company,cncf-gitdm-single
maplelabs.com,Maplelabs,company,gitdm
mapotofu.org,TensorChord,company,cncf-gitdm-single
mapr.com,MapR,company,gitdm
maprtech.com,MapR,company,gitdm
marc-loupias.fr,Kingsoft Cloud,company,cncf-gitdm-single
marcapo.com,Marcapo,company,cncf-gitdm-single
marcelhauf.name,FUCHS SCHMIERSTOFFE,company,cncf-gitdm-single
marchildon.net,Intelerad Medical Systems Incorporated,company,cncf-gitdm-single
marcoschmid.me,EDA,company,cncf-gitdm-single
marcuswatkins.net,Perspecta,company,cncf-gitdm-single
marhubi.com,Google,company,cncf-gitdm-single
marico.cn,AntGroup,company,cncf-gitdm-single
markadams.me,Atlassian,company,cncf-gitdm-single
markspolakovs.me,Couchbase,company,cncf-gitdm-single
martin.sperl.org,Amdocs,company,cncf-gitdm-single
martyanov.com,Sport.com,company,cncf-gitdm-single
marvell.com,Marvell,company,gitdm
mashape.com,Kong,company,cncf-gitdm-single
massol.net,XWiki,company,cncf-gitdm-single
mathews2000.com,Vivint,company,cncf-gitdm-single
matochkin.com,Comcast Cable Communications,company,cncf-gitdm-single
mattermark.com,Google,company,cncf-gitdm-single
matthewblair.net,Figma,company,cncf-gitdm-single
matthiasloibl.com,Red Hat,company,cncf-gitdm-single
matthope.id.au,Fairfax,company,cncf-gitdm-single
matthoran.com,Pivotal,company,cncf-gitdm-single
mattikus.com,Google,company,cncf-gitdm-single
mattjmcnaughton.com,Crisis Counselor,company,cncf-gitdm-single
mattleach.net,Circle Group,company,cncf-gitdm-single
matyas.dev,Takealot.com,company,cncf-gitdm-single
maxhawkins.me,Google,company,cncf-gitdm-single
maximbaz.com,Microsoft,company,cncf-gitdm-single
maximintegrated.com,Maxim Integrated Products,company,cncf-gitdm-single
maxogden.com,Code for Science & Society,company,cncf-gitdm-single
maxsnow.me,Cover Genius,company,cncf-gitdm-single
maxxton.com,Maxxton UK,company,cncf-gitdm-single
mayadata.io,MayaData,company,cncf-gitdm
mayflower.de,Mayflower,company,cncf-gitdm-single
mayhew.name,SIL Global,company,cncf-gitdm-single
mbarr.net,Akamai Technologies,company,cncf-gitdm-single
mbentley.net,Docker,company,cncf-gitdm-single
mbobrowski.org,International Business Machines,company,cncf-gitdm-single
mccartney.ie,HP,company,cncf-gitdm-single
mcchouse.com,Braintree Payments,company,cncf-gitdm-single
mcdade.info,Red Hat,company,cncf-gitdm-single
mcnerthney.com,Tripwire,company,cncf-gitdm-single
mcpherrin.ca,Square,company,cncf-gitdm-single
mdsol.com,Medidata Solutions,company,spinellis-sec
me.com,(Independent),free_provider,rich
meangrape.com,PingCAP,company,cncf-gitdm-single
media.mit.edu,MIT Connection Science,company,cncf-gitdm-single
mediaflex.dk,Teletronics International,company,cncf-gitdm-single
mediatek.com,MediaTek,company,patch
mednax.com,Pediatrix,company,cncf-gitdm-single
meetme.com,The Meet Group,company,cncf-gitdm-single
mehnert.org,robur,company,cncf-gitdm-single
meituan.com,kwaishou,company,cncf-gitdm-single
mejlak.com,Reach Advertising,company,cncf-gitdm-single
mekka-tech.com,Google,company,cncf-gitdm-single
melchior.me,Infineon Technologies,company,cncf-gitdm-single
melexis.com,Melexis,company,patch
melfas.com,Samsung Electronics,company,cncf-gitdm-single
mellanox.co.il,Mellanox,company,gitdm
mellanox.com,Mellanox,company,gitdm
meltwater.com,BOL - BilheteiraOnline,company,cncf-gitdm-single
melware.de,Cytronics & Melware,company,gitdm
member.fsf.org,Libre Solutions,company,cncf-gitdm-single
memset.com,Memset,company,gitdm
mentor.com,Mentor Graphics,company,cncf-gitdm
menuan.se,Caspeco,company,cncf-gitdm-single
mercadolibre.com,MERCADOLIBRE,company,spinellis-sec
merck.com,Merck &amp;,company,spinellis-sec
merello.net,Jampp,company,cncf-gitdm-single
meruvian.org,Meruvian,company,cncf-gitdm-single
mervine.net,Heroku,company,cncf-gitdm-single
meshdynamics.io,meshdynamics,company,cncf-gitdm-single
mesosphere.com,Mesosphere,company,cncf-gitdm-single
mesosphere.io,Mesosphere,company,gitdm
messagebird.com,MessageBird,company,cncf-gitdm-single
messinezis.com,Hack Partners,company,cncf-gitdm-single
meta.com,Meta,company,patch
metacircular-evaluator.org,The MIT Press,company,cncf-gitdm-single
metacloud.com,Metacloud,company,gitdm
metacode.biz,Metacode,company,cncf-gitdm-single
metafoo.de,Analog Devices,company,patch
metaskills.net,MetaSkills.net,company,cncf-gitdm-single-self-reference
metaswitch.com,Metaswitch,company,gitdm
metrosystems.net,Wipro,company,cncf-gitdm-single
metsi.co.uk,Metsi Technologies,company,gitdm
metux.net,metux IT service,company,cncf-gitdm-single
mev.co.uk,MEV Limited,company,gitdm
mgit.at,mgIT,company,cncf-gitdm
mgrachev.com,Evrone,company,cncf-gitdm-single
mhlien.tw,bluesky-social,company,cncf-gitdm-single
michaeldolan.com,The Linux Foundation,company,cncf-gitdm-single
michak.net,Docker,company,cncf-gitdm-single
microchip.com,Microchip Technology,company,patch
microfocus.com,MICRO FOCUS INTERNATIONAL,company,spinellis-sec
microgate.com,MicroGate Systems,company,gitdm
micron.com,Micron,company,cncf-gitdm
microsoft.com,Microsoft,company,gitdm
microstrategy.com,MICROSTRATEGY,company,spinellis-sec
middleware360.com,Middleware360 Solutions,company,cncf-gitdm-single
midokura.com,Midokura,company,gitdm
midokura.jp,Midokura,company,gitdm
midvision.com,MidVision,company,cncf-gitdm-single
miek.nl,Google,company,cncf-gitdm-single
mielczarek.org,Mozilla,company,cncf-gitdm-single
mihok.computer,Turnstyle Solutions,company,cncf-gitdm-single
mike.ee,geckr,company,cncf-gitdm-single
mikepalmer.net,Trax,company,cncf-gitdm-single
mikesimons.co.uk,Peoplesoft,company,cncf-gitdm-single
mikusek.info,Ki-Wi Digital,company,cncf-gitdm-single
milanesio.org,GerritForge,company,cncf-gitdm-single
milessabin.com,Underscore Consulting,company,cncf-gitdm-single
mimecast.com,Mimecast,company,cncf-gitdm-single
mindkeeper.solutions,mindkeeper solutions,company,cncf-gitdm-single
mindloops.nl,Apache,company,cncf-gitdm-single
mindscratch.org,Massachusetts Institute of Technology,company,cncf-gitdm-single
mindspring.com,Red Hat,company,cncf-gitdm-single
mindtouch.com,MindTouch,company,cncf-gitdm-single
mingan.name,Mingan,company,cncf-gitdm-single
minimumdistance.com,Minimum Distance,company,cncf-gitdm-single
minuteware.net,ActiveVideo,company,cncf-gitdm-single
mips.com,MIPS,company,gitdm
miraclelinux.com,Miracle Linux,company,gitdm
mirada.tv,mirada,company,cncf-gitdm-single
mirantis.com,Mirantis,company,gitdm
mirantis.ru,Mirantis,company,gitdm
mirusresearch.com,Caterpillar,company,cncf-gitdm-single
mishak.net,MallGroup a.s.,company,cncf-gitdm-single
mistressofinformation.com,monday.com,company,cncf-gitdm-single
mit.edu,MIT,company,gitdm
mixi.co.jp,mixi,company,cncf-gitdm-single
mko.dev,deinstapel,company,cncf-gitdm-single
mley.fr,Claranet,company,cncf-gitdm-single
mlopes.net,Red Hat,company,cncf-gitdm-single
mm-sol.com,MM Solutions,company,patch
mmckeen.net,Meta Platforms,company,cncf-gitdm-single
mn-solutions.de,M&N Solutions,company,gitdm
mobileenerlytics.com,Mobile Enerlytics,company,cncf-gitdm-single
modio.se,Modio,company,cncf-gitdm-single
modularsystems.io,Azure,company,cncf-gitdm-single
moinz.de,REWE Digital,company,cncf-gitdm-single
mojatatu.com,Mojatatu Networks,company,patch
molgen.mpg.de,Giant Monkey Software Engineering,company,cncf-gitdm-single
moltar.net,Scale Leap,company,cncf-gitdm-single
momentumft.co.uk,Candide Gardening,company,cncf-gitdm-single
momentumsi.com,MomentumSI,company,gitdm
monax.io,Monax Industries,company,cncf-gitdm-single
monday.com,monday.com,company,cncf-gitdm-single-self-reference
moneyforward.co.jp,Money Forward,company,cncf-gitdm-single
mongodb.com,MongoDB,company,spinellis-sec
mono-project.de,Dennso,company,cncf-gitdm-single
monochromeroad.com,LITERAL-ICE,company,cncf-gitdm-single
monstar-lab.com,Monstarlab,company,cncf-gitdm-single
montevideo.com.uy,Xmartlabs,company,cncf-gitdm-single
monzo.com,Monzo Bank,company,cncf-gitdm-single
moonify.io,Moonify,company,cncf-gitdm-single
moorecap.co.uk,K3,company,cncf-gitdm-single
moorenz.com,Mindful Beverage Group,company,cncf-gitdm-single
moretea.nl,Container Solutions,company,cncf-gitdm-single
morethanseven.net,Puppet,company,cncf-gitdm-single
moreton.com.au,Secure Computing,company,gitdm
morganstanley.com,Morgan Stanley,company,cncf-gitdm-single
mosessupposes.com,Cisco Systems,company,cncf-gitdm-single
moshekariti.com,Clever,company,cncf-gitdm-single
mosstech.io,John Lewis,company,cncf-gitdm-single
motorola.com,Motorola,company,gitdm
mountain-pass.com.au,Mountain Pass Solutions,company,cncf-gitdm-single
movial.fi,Movial,company,gitdm
movio.co,Google,company,cncf-gitdm-single
mozilla.com,Mozilla,company,cncf-gitdm
mozo.jp,Open Porn Network,company,cncf-gitdm-single
mpc-data.co.uk,MPC Data,company,gitdm
mpiwg-berlin.mpg.de,Project quant-O-phon,company,cncf-gitdm-single
mpsa.com,Raízen,company,cncf-gitdm-single
mrale.ph,Google,company,cncf-gitdm-single
mrwacky.com,Headspace,company,cncf-gitdm-single
msi.com.tw,Micro-Star International,company,gitdm
msih.com,MSIH,company,cncf-gitdm-single
msn.com,(Independent),free_provider,builtin
mthode.org,Mthode.org,company,cncf-gitdm-single-self-reference
mthomason.net,Fastly,company,cncf-gitdm-single
muet.com,Google,company,cncf-gitdm-single
mulesoft.com,MuleSoft,company,cncf-gitdm-single
mumble.net,(Independent),independent,rich
munpat.com,Digital & Code,company,cncf-gitdm-single
muo.jp,Kei Nakazawa,company,cncf-gitdm-single
mvista.com,MontaVista,company,gitdm
mykzilla.org,Mozilla,company,cncf-gitdm-single
mylesgrant.com,Tiny Speck,company,cncf-gitdm-single
mynameiswhm.ru,НГС,company,cncf-gitdm-single
mynet.at,myNET,company,gitdm
myrdd.info,Input Output HK,company,cncf-gitdm-single
myri.com,Myricom,company,gitdm
myscript.com,MyScript,company,cncf-gitdm-single
mythalesgroup.com,Thales,company,gitdm
nabijaczleweli.xyz,(Independent),independent,rich
naesbye.dk,Styrelsen for Dataforsyning og Effektivisering,company,cncf-gitdm-single
naeseth.com,Fable,company,cncf-gitdm-single
nagexiucai.com,nagexiucai,company,cncf-gitdm-single
naibafo.de,Claranet,company,cncf-gitdm-single
namely.com,DoubleVerify,company,cncf-gitdm-single
namesys.com,NameSys,company,gitdm
nanopy.com,Compact Information Systems,company,cncf-gitdm-single
nasa.gov,NASA,company,gitdm
nate.com,Samsung SDS,company,cncf-gitdm-single
nathants.com,research,company,cncf-gitdm-single
nationsky.com,Beijing NationSky Network Technology,company,cncf-gitdm-single
naturalis.nl,Naturalis Biodiversity Center,company,cncf-gitdm-single
naver.com,Samsung SDS,company,cncf-gitdm
navercorp.com,NAVER,company,gitdm
navy.mil,US Navy,company,gitdm
ncic.ac.cn,ict,company,cncf-gitdm-single
ncloudtech.ru,New Cloud Technologies,company,cncf-gitdm-single
ncode.nl,nCode,company,cncf-gitdm-single
ncos.nec.co.jp,NEC,company,cncf-gitdm-single
ncp-e.com,NCP,company,cncf-gitdm-single
ncr.com,International Business Machines,company,cncf-gitdm-single
ncrmnt.org,ABBYY,company,cncf-gitdm-single
ncsu.edu,Adobe,company,cncf-gitdm-single
ne0h.de,SAP,company,cncf-gitdm-single
nealf.com,Hikikomotrip,company,cncf-gitdm-single
nebula.com,Nebula,company,gitdm
nec.co.jp,NEC,company,gitdm
nec.com,NEC,company,gitdm
necam.com,NEC,company,gitdm
neclab.eu,NEC,company,gitdm
nectechnologies.in,NEC,company,gitdm
neersighted.com,Docker,company,cncf-gitdm-single
nelint.com,Nelson Integration,company,cncf-gitdm-single
nemo.ai,Visely,company,cncf-gitdm-single
neo-technologies.fr,NEO-Technologies,company,cncf-gitdm-single
neo.org,Apple,company,cncf-gitdm-single
neocortical.net,Lever,company,cncf-gitdm
neomantra.net,Neomantra,company,cncf-gitdm-single
neor.pro,Neor,company,cncf-gitdm-single
neoskop.de,Neoskop,company,cncf-gitdm-single
neotys.com,Neotys,company,cncf-gitdm-single
neratec.com,Neratec Solutions,company,cncf-gitdm-single
nerdbynature.de,ConSol,company,cncf-gitdm-single
nerdondon.com,Amazon,company,cncf-gitdm-single
nergal.se,Intel,company,cncf-gitdm-single
nervd.com,Square Enix,company,cncf-gitdm-single
ness.com,Ness Technologies,company,cncf-gitdm-single
net.com.org.es,Google,company,cncf-gitdm-single
netapp.com,NetApp,company,gitdm
netceler.com,NetCeler,company,cncf-gitdm-single
netdirekt.com.tr,Netdirekt,company,cncf-gitdm-single
netease.com,NetEase,company,gitdm
neteffect.com,NetEffect,company,gitdm
neterion.com,Neterion,company,gitdm
netflix.com,NETFLIX,company,spinellis-sec
netinertia.co.uk,Cloudflare,company,cncf-gitdm-single
netinsight.net,Net Insight,company,cncf-gitdm-single
netlab.jp,Network Applied Communication Laboratory,company,cncf-gitdm-single
netlify.com,GitHub,company,cncf-gitdm-single
netlox.io,NETLOX,company,cncf-gitdm-single
netmarble.com,Netmarble,company,gitdm
netmonk.org,NetMonk Creative Media,company,cncf-gitdm-single
netone.co.jp,NetOne Systems,company,gitdm
netronome.com,Netronome,company,gitdm
netsanity.net,NetSanity,company,cncf-gitdm-single
netsoc.tcd.ie,Trinity College Dublin,academic,rich
netxen.com,NetXen,company,gitdm
neudesic.com,Neudesic,company,cncf-gitdm
neuling.org,International Business Machines,company,cncf-gitdm-single
newmediadenver.com,DRUD,company,cncf-gitdm-single
newoldbits.com,NewOldBits Consulting,company,cncf-gitdm-single
newrelic.com,NEW RELIC,company,spinellis-sec
nexb.com,CNCF,company,cncf-gitdm-single
nexedi.com,Nexedi,company,cncf-gitdm-single
nexenta.com,Nexenta,company,gitdm
nextdimension.cc,Hauppauge,company,cncf-gitdm-single
nextgen.com,NEXTGEN HEALTHCARE,company,spinellis-sec
nextgrail.com,NextGrail,company,gitdm
nexylan.com,Nexylan,company,cncf-gitdm-single
nflabs.com,NFLabs,company,cncf-gitdm
nhieber.de,Sourcegraph,company,cncf-gitdm-single
ni.com,NATIONAL INSTRUMENTS CORP /DE/,company,spinellis-sec
niasdigital.com,Nias Digital,company,gitdm
nic.cz,T-Systems,company,cncf-gitdm-single
niche.com,Niche.,company,cncf-gitdm-single
nicholaspcole.com,DigitalOcean,company,cncf-gitdm-single
nicira.com,VMware,company,gitdm
nick-ufer.de,INWX,company,cncf-gitdm-single
nickperry.co.uk,William Hill,company,cncf-gitdm-single
nickstott.com,Compose,company,cncf-gitdm-single
nickysemenza.com,Cloudflare,company,cncf-gitdm-single
nicolasfeller.com,Element AI,company,cncf-gitdm-single
nicolerenee.io,WPEngine,company,cncf-gitdm-single
nicorikken.eu,Team529,company,cncf-gitdm-single
nihilisme.ca,Stingray,company,cncf-gitdm-single
niif.hu,NIIF Institute,company,gitdm
nikanor.nu,TietoEVRY,company,cncf-gitdm-single
nike.com,NIKE,company,spinellis-sec
nikparasyr.com,SURF,company,cncf-gitdm-single
nimbisservices.com,Nimbis Services,company,gitdm
nimbleengineering.io,Nimble Engineering AS,company,gitdm
nimblestorage.com,Nimble Storage,company,gitdm
nimbula.com,Nimbula,company,gitdm
nine.ch,Nine Internet Solutions AG,company,gitdm
nine.dk,Nine Entertainment Co. Holdings,company,cncf-gitdm-single
nine.net,Burning Bay Technologies,company,cncf-gitdm-single
ninja-squad.com,Ninja Squad,company,cncf-gitdm
nirmata.com,Nirmata,company,cncf-gitdm
nitrous.io,Nitrous,company,gitdm
nitschinger.at,Couchbase,company,cncf-gitdm-single
nkzhu.com,Amazon,company,cncf-gitdm-single
nmdps.net,IT Services Hungary Kft,company,cncf-gitdm-single
nn-col.eu,SKALE-5,company,cncf-gitdm-single
noahgaertner.tech,KBR,company,cncf-gitdm-single
nobidev.com,NobiDev,company,cncf-gitdm-single
nod.at,Sigma sta,company,cncf-gitdm-single
nodalink.com,Nodalink,company,cncf-gitdm-single
node.energy,node.energy,company,cncf-gitdm-single-self-reference
node.mu,Vy-Shane Xie,company,cncf-gitdm-single
noggin.com.au,Noggin,company,cncf-gitdm-single
noironetworks.com,Cisco,company,gitdm
nokia.com,Nokia,company,gitdm
noldorin.com,Amadeus,company,cncf-gitdm-single
nomadgs.com,Nomad Global Solutions,company,gitdm
nomadreact.com,Arimo,company,cncf-gitdm-single
nomupro.com,Microsoft,company,cncf-gitdm-single
none,(Independent),free_provider,builtin
nordheim.io,Fuse.no,company,cncf-gitdm-single
nordicsemi.no,Nordic Semiconductor ASA,company,cncf-gitdm
nordnet.fr,SIA Worldline Latvia,company,cncf-gitdm-single
nordstrom.com,Nordstrom,company,spinellis-sec
noreply.github.com,(Independent),free_provider,builtin
nortel.com,Nortel,company,gitdm
northforgeinc.com,Northforge Innovations,company,cncf-gitdm-single
nospam.com,VMTraining,company,cncf-gitdm-single
not.mn,SwiftStack,company,cncf-gitdm-single
nottle.fr,The Nottle,company,cncf-gitdm-single
novartis.com,NOVARTIS,company,spinellis-sec
novatec-gmbh.de,NovaTech,company,cncf-gitdm
novell.com,Novell,company,gitdm
novilabs.com,Novi Labs,company,cncf-gitdm-single
novocode.com,Lightbend,company,cncf-gitdm-single
nowprovision.com,OpenRuko,company,cncf-gitdm-single
npgall.com,Amazon,company,cncf-gitdm-single
npo.nl,NPO,company,cncf-gitdm-single
nrl.navy.mil,U.S. Naval Research Laboratory,company,gitdm
ntlworld.com,Zeet,company,cncf-gitdm
ntt.co.jp,NTT,company,gitdm
ntt.com,NTT,company,gitdm
nttdata.co.jp,NTT,company,gitdm
nttdata.com,NTT,company,gitdm
nttmcl.com,NTT,company,gitdm
ntts.co.jp,NTT,company,gitdm
nuaa.edu.cn,Earth,company,cncf-gitdm-single
nuagenetworks.net,Nuage Networks,company,gitdm
nuance.com,Nuance Communications,company,spinellis-sec
nubificus.co.uk,Nubificus,company,cncf-gitdm
nuglif.com,Nuglif,company,cncf-gitdm-single
nulab.co.jp,Nulab,company,cncf-gitdm-single
nullable.se,Stackable,company,cncf-gitdm-single
num42.de,Number42,company,cncf-gitdm-single
numergy.com,Numergy,company,gitdm
numergy.fr,Numergy,company,gitdm
nuovasystems.com,Nuova Systems,company,gitdm
nust.edu.pk,NUST,company,gitdm
nutanix.com,Nutanix,company,cncf-gitdm
nutmeg.com,Nutmeg,company,cncf-gitdm
nuvoton.com,Nuvoton,company,cncf-gitdm
nuxeo.com,Nuxeo,company,cncf-gitdm-single
nuxi.pl,BaseCRM,company,cncf-gitdm-single
nvidia.com,NVidia,company,gitdm
nvtl.com,Novatel Wireless,company,gitdm
nw3weather.co.uk,hidden,company,cncf-gitdm-single
nxp.com,NXP,company,gitdm
nylnook.com,Nylnook,company,cncf-gitdm-single
nytimes.com,New York Times,company,cncf-gitdm
oakleon.com,Zesty.IO Platform,company,cncf-gitdm-single
obf.ateneo.edu,International Business Machines,company,cncf-gitdm-single
objectif-libre.com,Objectif Libre,company,gitdm
obrain.com,Google,company,cncf-gitdm-single
obsidianresearch.com,Obsidian Research,company,gitdm
obsoleter.com,CA Technologies,company,cncf-gitdm-single
ocado.com,OCADO GROUP,company,cncf-gitdm-single
oce.com,Océ Technologies,company,gitdm
ocf.co.uk,OCF plc,company,gitdm
ocjtech.us,Fedora,company,cncf-gitdm-single
octant-fr.com,Octant Informatique,company,gitdm
octo.com,OCTO Technology,company,cncf-gitdm-single
oderwat.de,METATEXX,company,cncf-gitdm-single
odoko.co.uk,Grafana Labs,company,cncf-gitdm-single
odoo.com,Odoo,company,cncf-gitdm
odyssee-systemes.fr,Odyssée Systèmes,company,cncf-gitdm-single
oelmueller.info,LOVOO,company,cncf-gitdm-single
offblast.org,Siemens,company,cncf-gitdm-single
offcode.fi,Offcode,company,cncf-gitdm-single
offend.me.uk,Amazon,company,cncf-gitdm-single
officinepixel.com,Officine Pixel,company,cncf-gitdm-single
ogis-ri.co.jp,OGIS-RI,company,cncf-gitdm-single
ogrady.ie,Glassdoor,company,cncf-gitdm-single
ohio.edu,Amazon,company,cncf-gitdm-single
oiml.at,ByteSource,company,cncf-gitdm-single
ojolabs.com,OJOHome,company,cncf-gitdm-single
okorokov.com,Amadeus,company,cncf-gitdm-single
okta.com,Okta,company,spinellis-sec
okuryu.com,Yahoo!,company,cncf-gitdm-single
oliver.net.au,Rackspace,company,cncf-gitdm-single
ollygarden.com,OllyGarden,company,cncf-gitdm-single
omeid.me,Microcloud Era Technology,company,cncf-gitdm-single
omicron.at,OMICRON Electronics,company,cncf-gitdm-single
ompka.net,SKA,company,cncf-gitdm-single
omsquare.com,Home Credit International,company,cncf-gitdm-single
ondrejsika.com,Braiins,company,cncf-gitdm-single
oneconvergence.com,One Convergence,company,gitdm
onegeek.com.au,DiUS Computing,company,cncf-gitdm-single
onelan.co.uk,ONELAN,company,gitdm
onerussian.com,Debian,company,cncf-gitdm-single
onix-systems.com,Onix-Systems,company,cncf-gitdm-single
onlab.us,NEC,company,cncf-gitdm-single
online.de,Graphene-Python-Team,company,cncf-gitdm-single
onstation.org,Move,company,cncf-gitdm-single
onstor.com,Onstor,company,gitdm
onstwedder.com,Nationale-Nederlanden,company,cncf-gitdm-single
ontariosystems.com,Finvi,company,cncf-gitdm-single
open-mesh.com,Open Mesh,company,patch
openai.com,OpenAI,company,cncf-gitdm-single
openbsd.org,OpenBSD,independent,rich
opencredo.com,Open Credo,company,cncf-gitdm-single
openedhand.com,OpenedHand,company,gitdm
opengov.com,OpenGov,company,cncf-gitdm-single
opengridcomputing.com,Open Grid Computing,company,gitdm
openhab.org,Deutsche Telekom,company,cncf-gitdm-single
openkappa.co.uk,Datadog,company,cncf-gitdm-single
openmoko.org,OpenMoko,company,gitdm
