iso	project	class	phase	elapsed_s	tree_rss_mb	tree_procs	cpu_pct	mem_used_mb	disk_free_gb	load1
2026-09-13T04:39:02+00:00	redis	S	pipeline	396	723	24	98.1	25891	1450	80.0263671875
2026-09-13T04:39:02+00:00	terminal	S	pipeline	396	862	26	98.1	25903	1450	80.0263671875
2026-09-13T04:39:15+00:00	dubbo	S	pipeline	212	818	15	97.7	25800	1450	80.0927734375
2026-09-13T04:39:17+00:00	terminal	S	pipeline	411	945	38	97.4	25882	1450	76.7216796875
2026-09-13T04:39:17+00:00	redis	S	pipeline	411	1004	58	97.4	25882	1450	76.7216796875
2026-09-13T04:39:30+00:00	dubbo	S	pipeline	227	860	19	97.8	25833	1450	75.56591796875
2026-09-13T04:39:32+00:00	redis	S	pipeline	426	801	35	97.9	25715	1450	74.7197265625
2026-09-13T04:39:32+00:00	terminal	S	pipeline	426	820	21	97.9	25728	1450	74.7197265625
2026-09-13T04:39:45+00:00	dubbo	S	pipeline	242	850	17	97.9	25167	1451	77.2099609375
2026-09-13T04:39:47+00:00	redis	S	pipeline	441	927	45	98.0	25550	1451	76.71240234375
2026-09-13T04:39:47+00:00	terminal	S	pipeline	441	924	34	98.0	25557	1451	76.71240234375
2026-09-13T04:40:00+00:00	dubbo	S	pipeline	257	1019	40	98.2	25476	1451	77.5322265625
2026-09-13T04:40:02+00:00	redis	S	pipeline	457	672	18	98.2	25407	1451	79.25146484375
2026-09-13T04:40:02+00:00	terminal	S	pipeline	457	791	18	98.2	25419	1451	79.25146484375
2026-09-13T04:40:15+00:00	dubbo	S	pipeline	272	1011	32	97.9	25345	1451	82.1884765625
2026-09-13T04:40:17+00:00	redis	S	pipeline	472	850	37	97.9	24913	1451	83.53515625
2026-09-13T04:40:17+00:00	terminal	S	pipeline	472	970	39	97.9	24917	1451	83.53515625
2026-09-13T04:40:30+00:00	dubbo	S	pipeline	287	1114	44	98.4	25487	1451	84.05859375
2026-09-13T04:40:33+00:00	redis	S	pipeline	487	998	56	98.2	25385	1451	84.45458984375
2026-09-13T04:40:33+00:00	terminal	S	pipeline	487	971	37	98.2	25390	1451	84.45458984375
2026-09-13T04:40:45+00:00	dubbo	S	pipeline	303	1019	33	98.0	25187	1451	82.93310546875
2026-09-13T04:40:48+00:00	redis	S	pipeline	502	1167	70	98.2	25444	1451	81.97705078125
2026-09-13T04:40:48+00:00	terminal	S	pipeline	502	858	26	98.2	25452	1451	81.97705078125
2026-09-13T04:41:01+00:00	dubbo	S	pipeline	318	812	9	98.3	25509	1451	82.25244140625
2026-09-13T04:41:03+00:00	terminal	S	pipeline	517	855	26	98.2	25150	1451	82.6328125
2026-09-13T04:41:03+00:00	redis	S	pipeline	517	1049	54	98.2	25075	1451	82.6328125
2026-09-13T04:41:16+00:00	dubbo	S	pipeline	333	1052	40	98.4	25192	1451	83.87841796875
2026-09-13T04:41:19+00:00	terminal	S	pipeline	533	735	12	98.5	25275	1451	84.20849609375
2026-09-13T04:41:19+00:00	redis	S	pipeline	533	673	18	98.4	25274	1451	84.20849609375
2026-09-13T04:41:31+00:00	dubbo	S	pipeline	348	962	29	98.5	25610	1451	83.77294921875
2026-09-13T04:41:34+00:00	terminal	S	pipeline	548	1028	44	98.5	25270	1451	82.26953125
2026-09-13T04:41:34+00:00	redis	S	pipeline	548	762	28	98.5	25250	1451	82.26953125
2026-09-13T04:41:46+00:00	dubbo	S	pipeline	363	1069	39	98.2	25433	1451	78.84814453125
2026-09-13T04:41:49+00:00	terminal	S	pipeline	563	905	30	98.1	25063	1451	78.21923828125
2026-09-13T04:41:49+00:00	redis	S	pipeline	563	904	42	98.1	25084	1451	78.21923828125
2026-09-13T04:42:01+00:00	dubbo	S	pipeline	378	888	18	98.3	25540	1451	75.10693359375
